,title,price,address,details,builder,link,promo_title1,promo_content1,promo_title2,,promo_content2
221,"Summit | Garner, NC | Garner, NC","From $438,900","Summit | Garner, NC","3 Br | 2.5 Ba | 2 Gr | 2,412 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/summit-mattamy-homes-garner-nc/2330984,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
222,"Getty | Garner, NC | Garner, NC","From $455,900","Getty | Garner, NC","3 Br | 2.5 Ba | 2 Gr | 2,683 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/getty-mattamy-homes-garner-nc/2330985,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
223,"Shenandoah | Garner, NC | Garner, NC","From $465,900","Shenandoah | Garner, NC","4 Br | 2.5 Ba | 2 Gr | 2,567 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/shenandoah-mattamy-homes-garner-nc/2018935,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
224,"Tate | Garner, NC | Garner, NC","From $467,900","Tate | Garner, NC","4 Br | 2.5 Ba | 2 Gr | 2,914 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/tate-mattamy-homes-garner-nc/2647221,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
225,"Palmer | Garner, NC | Garner, NC","From $474,900","Palmer | Garner, NC","5 Br | 2.5 Ba | 2 Gr | 2,805 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/palmer-mattamy-homes-garner-nc/2647220,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
226,"Sequoia | Garner, NC | Garner, NC","From $487,900","Sequoia | Garner, NC","5 Br | 3 Ba | 2 Gr | 2,810 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/sequoia-mattamy-homes-garner-nc/2018934,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
227,"Teton | Garner, NC | Garner, NC","From $502,900","Teton | Garner, NC","4 Br | 2.5 Ba | 2 Gr | 2,962 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/teton-mattamy-homes-garner-nc/2018936,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
228,"Voyageur | Garner, NC | Garner, NC","From $527,900","Voyageur | Garner, NC","5 Br | 3.5 Ba | 2 Gr | 3,185 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/voyageur-mattamy-homes-garner-nc/2018937,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
229,"Florissant | Garner, NC | Garner, NC","From $537,900","Florissant | Garner, NC","4 Br | 3 Ba | 2 Gr | 2,966 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/florissant-mattamy-homes-garner-nc/2489185,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
230,"Lassen | Garner, NC | Garner, NC","From $546,900","Lassen | Garner, NC","5 Br | 3.5 Ba | 2 Gr | 3,419 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/lassen-mattamy-homes-garner-nc/2486396,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
231,"Olympic | Garner, NC | Garner, NC","From $568,900","Olympic | Garner, NC","4 Br | 3.5 Ba | 2 Gr | 3,658 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/olympic-mattamy-homes-garner-nc/2489186,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
232,"Prescott | Garner, NC | Garner, NC","From $597,900","Prescott | Garner, NC","5 Br | 4.5 Ba | 2 Gr | 3,900 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/prescott-mattamy-homes-garner-nc/2489187,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
233,"Yosemite | Garner, NC | Garner, NC","From $633,900","Yosemite | Garner, NC","5 Br | 4.5 Ba | 2 Gr | 4,211 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/yosemite-mattamy-homes-garner-nc/2486397,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
234,"Bryce | Garner, NC | Garner, NC","From $342,900","Bryce | Garner, NC","3 Br | 2.5 Ba | 1 Gr | 1,644 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/bryce-mattamy-homes-garner-nc/2018939,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
235,"187 Pinkie Ln. Garner, NC 27529 ","From $349,590","187 Pinkie Ln. Garner, NC 27529","3 Br | 2.5 Ba | 1 Gr | 1,654 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/187-pinkie-ln-garner-nc-27529/2716881,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
236,"Claymore | Garner, NC | Garner, NC","From $355,900","Claymore | Garner, NC","3 Br | 2.5 Ba | 2 Gr | 1,742 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/claymore-mattamy-homes-garner-nc/2018940,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
237,"111 Siebold Street. Garner, NC 27529 ","From $359,173","111 Siebold Street. Garner, NC 27529","3 Br | 2.5 Ba | 1 Gr | 1,654 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/111-siebold-street-garner-nc-27529/2887394,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
238,"108 Kobus Court. Garner, NC 27529 ","From $360,229","108 Kobus Court. Garner, NC 27529","3 Br | 2.5 Ba | 1 Gr | 1,644 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/108-kobus-court-garner-nc-27529/2887393,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
239,"116 Kobus Court. Garner, NC 27529 ","From $360,229","116 Kobus Court. Garner, NC 27529","3 Br | 2.5 Ba | 1 Gr | 1,644 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/116-kobus-court-garner-nc-27529/2887396,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
240,"191 Anise Ln. Garner, NC 27529 ","From $364,435","191 Anise Ln. Garner, NC 27529","3 Br | 2.5 Ba | 1 Gr | 1,654 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/191-anise-ln-garner-nc-27529/2818149,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
241,"Clifton | Garner, NC | Garner, NC","From $366,900","Clifton | Garner, NC","3 Br | 2.5 Ba | 2 Gr | 1,837 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/clifton-mattamy-homes-garner-nc/2018941,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
242,"184 Pinkie Ln. Garner, NC 27529 ","From $369,109","184 Pinkie Ln. Garner, NC 27529","3 Br | 2.5 Ba | 2 Gr | 1,742 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/184-pinkie-ln-garner-nc-27529/2752821,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
243,"107 Siebold Street. Garner, NC 27529 ","From $373,779","107 Siebold Street. Garner, NC 27529","3 Br | 2.5 Ba | 2 Gr | 1,742 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/107-siebold-street-garner-nc-27529/2869386,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
244,"Blayre | Garner, NC | Garner, NC","From $373,900","Blayre | Garner, NC","3 Br | 2.5 Ba | 2 Gr | 1,910 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/blayre-mattamy-homes-garner-nc/2018938,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
245,"115 Siebold Street. Garner, NC 27529 ","From $376,629","115 Siebold Street. Garner, NC 27529","3 Br | 2.5 Ba | 2 Gr | 1,742 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/115-siebold-street-garner-nc-27529/2869387,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
246,"215 Anise Ln. Garner, NC 27529 ","From $377,899","215 Anise Ln. Garner, NC 27529","3 Br | 2.5 Ba | 2 Gr | 1,742 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/215-anise-ln-garner-nc-27529/2824175,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
247,"195 Anise Ln. Garner, NC 27529 ","From $380,529","195 Anise Ln. Garner, NC 27529","3 Br | 2.5 Ba | 2 Gr | 1,742 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/195-anise-ln-garner-nc-27529/2818150,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
248,"103 Siebold Street. Garner, NC 27529 ","From $391,177","103 Siebold Street. Garner, NC 27529","3 Br | 2.5 Ba | 2 Gr | 1,837 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/103-siebold-street-garner-nc-27529/2887395,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
249,"124 Kobus Court. Garner, NC 27529 ","From $394,325","124 Kobus Court. Garner, NC 27529","3 Br | 2.5 Ba | 2 Gr | 1,916 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/124-kobus-court-garner-nc-27529/2869388,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
250,"227 Anise Ln. Garner, NC 27529 ","From $399,314","227 Anise Ln. Garner, NC 27529","3 Br | 2.5 Ba | 2 Gr | 1,916 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/227-anise-ln-garner-nc-27529/2824176,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
251,"Parkhaven | Raleigh, NC | Raleigh, NC","From $440,995","Parkhaven | Raleigh, NC","3 Br | 2 Ba | 2 Gr | 1,656 sq ft",Toll Brothers,https://www.newhomesource.com/plan/parkhaven-toll-brothers-raleigh-nc/3107194,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
252,"Beckley | Raleigh, NC | Raleigh, NC","From $408,995","Beckley | Raleigh, NC","2 Br | 2 Ba | 2 Gr | 1,442 sq ft",Toll Brothers,https://www.newhomesource.com/plan/beckley-toll-brothers-raleigh-nc/3107195,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
253,"Ashford | Wake Forest, NC | Wake Forest, NC","From $487,999","Ashford | Wake Forest, NC","4 Br | 2.5 Ba | 2 Gr | 2,700 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/ashford-taylor-morrison-wake-forest-nc/2523216,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
254,"964 Myers Point Drive. Morrisville, NC 27560 ","From $799,990","964 Myers Point Drive. Morrisville, NC 27560","4 Br | 3.5 Ba | 2 Gr | 3,382 sq ft",Baker Residential,https://www.newhomesource.com/specdetail/964-myers-point-drive-morrisville-nc-27560/2833981,,,,,
255,"Andrews | Holly Springs, NC | Holly Springs, NC","From $594,999","Andrews | Holly Springs, NC","3 Br | 2.5 Ba | 2 Gr | 2,484 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/andrews-taylor-morrison-holly-springs-nc/2575992,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
256,"Ashford | Holly Springs, NC | Holly Springs, NC","From $614,999","Ashford | Holly Springs, NC","4 Br | 2.5 Ba | 2 Gr | 2,700 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/ashford-taylor-morrison-holly-springs-nc/2575993,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
257,"Hamilton | Holly Springs, NC | Holly Springs, NC","From $634,999","Hamilton | Holly Springs, NC","4 Br | 2.5 Ba | 2 Gr | 2,929 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/hamilton-taylor-morrison-holly-springs-nc/2575995,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
258,"Bedford | Holly Springs, NC | Holly Springs, NC","From $644,999","Bedford | Holly Springs, NC","4 Br | 2.5 Ba | 2 Gr | 3,074 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/bedford-taylor-morrison-holly-springs-nc/2575994,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
259,"Sheridan | Holly Springs, NC | Holly Springs, NC","From $659,999","Sheridan | Holly Springs, NC","4 Br | 2.5 Ba | 2 Gr | 3,236 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/sheridan-taylor-morrison-holly-springs-nc/2575996,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
260,"Wayland | Holly Springs, NC | Holly Springs, NC","From $679,999","Wayland | Holly Springs, NC","4 Br | 2.5 Ba | 2 Gr | 3,550 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/wayland-taylor-morrison-holly-springs-nc/2575997,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
261,"100 Cloud Berry Lane. Holly Springs, NC 27540 ","From $724,999","100 Cloud Berry Lane. Holly Springs, NC 27540","5 Br | 4 Ba | 2 Gr | 2,929 sq ft",Taylor Morrison,https://www.newhomesource.com/specdetail/100-cloud-berry-lane-holly-springs-nc-27540/2892284,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
262,"109 Hiddenite Place. Holly Springs, NC 27540 ","From $749,999","109 Hiddenite Place. Holly Springs, NC 27540","5 Br | 4 Ba | 2 Gr | 3,236 sq ft",Taylor Morrison,https://www.newhomesource.com/specdetail/109-hiddenite-place-holly-springs-nc-27540/2892290,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
263,"113 Magma Lane. Holly Springs, NC 27540 ","From $789,999","113 Magma Lane. Holly Springs, NC 27540","5 Br | 4.5 Ba | 2 Gr | 3,555 sq ft",Taylor Morrison,https://www.newhomesource.com/specdetail/113-magma-lane-holly-springs-nc-27540/2837831,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
264,"101 Hiddenite Place. Holly Springs, NC 27540 ","From $799,999","101 Hiddenite Place. Holly Springs, NC 27540","5 Br | 4.5 Ba | 2 Gr | 3,550 sq ft",Taylor Morrison,https://www.newhomesource.com/specdetail/101-hiddenite-place-holly-springs-nc-27540/2892291,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
265,"Devin | Holly Springs, NC | Holly Springs, NC","From $645,995","Devin | Holly Springs, NC","3 Br | 2.5 Ba | 2 Gr | 2,115 sq ft",Toll Brothers,https://www.newhomesource.com/plan/devin-toll-brothers-holly-springs-nc/2695522,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
266,"Eden | Holly Springs, NC | Holly Springs, NC","From $670,995","Eden | Holly Springs, NC","3 Br | 2.5 Ba | 3 Gr | 2,245 sq ft",Toll Brothers,https://www.newhomesource.com/plan/eden-toll-brothers-holly-springs-nc/2695520,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
267,"Tahoma | Holly Springs, NC | Holly Springs, NC","From $677,995","Tahoma | Holly Springs, NC","3 Br | 3 Ba | 3 Gr | 2,395 sq ft",Toll Brothers,https://www.newhomesource.com/plan/tahoma-toll-brothers-holly-springs-nc/2695519,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
268,"William | Holly Springs, NC | Holly Springs, NC","From $691,995","William | Holly Springs, NC","3 Br | 3 Ba | 3 Gr | 2,465 sq ft",Toll Brothers,https://www.newhomesource.com/plan/william-toll-brothers-holly-springs-nc/2695516,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
269,"Tahoma Elite | Holly Springs, NC | Holly Springs, NC","From $729,995","Tahoma Elite | Holly Springs, NC","3 Br | 4.5 Ba | 3 Gr | 2,825 sq ft",Toll Brothers,https://www.newhomesource.com/plan/tahoma-elite-toll-brothers-holly-springs-nc/2695518,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
270,"200 Regency Ridge Dr. Holly Springs, NC 27540 ","From $782,900","200 Regency Ridge Dr. Holly Springs, NC 27540","3 Br | 3 Ba | 3 Gr | 2,465 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/200-regency-ridge-dr-holly-springs-nc-27540/2810710,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
271,"208 Regency Ridge Dr. Holly Springs, NC 27540 ","From $829,900","208 Regency Ridge Dr. Holly Springs, NC 27540","4 Br | 3.5 Ba | 2 Gr | 2,904 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/208-regency-ridge-dr-holly-springs-nc-27540/2711312,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
272,"Dilworth | Holly Springs, NC | Holly Springs, NC","From $561,995","Dilworth | Holly Springs, NC","2 Br | 2 Ba | 2 Gr | 1,680 sq ft",Toll Brothers,https://www.newhomesource.com/plan/dilworth-toll-brothers-holly-springs-nc/2695530,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
273,"Mallard | Holly Springs, NC | Holly Springs, NC","From $569,995","Mallard | Holly Springs, NC","3 Br | 2 Ba | 2 Gr | 1,790 sq ft",Toll Brothers,https://www.newhomesource.com/plan/mallard-toll-brothers-holly-springs-nc/2695527,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
274,"Trawick | Holly Springs, NC | Holly Springs, NC","From $578,995","Trawick | Holly Springs, NC","3 Br | 2 Ba | 2 Gr | 1,880 sq ft",Toll Brothers,https://www.newhomesource.com/plan/trawick-toll-brothers-holly-springs-nc/2695525,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
275,"Westview | Holly Springs, NC | Holly Springs, NC","From $589,995","Westview | Holly Springs, NC","3 Br | 2.5 Ba | 2 Gr | 2,015 sq ft",Toll Brothers,https://www.newhomesource.com/plan/westview-toll-brothers-holly-springs-nc/2695528,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
276,"Westview Elite | Holly Springs, NC | Holly Springs, NC","From $648,995","Westview Elite | Holly Springs, NC","3 Br | 3.5 Ba | 2 Gr | 2,370 sq ft",Toll Brothers,https://www.newhomesource.com/plan/westview-elite-toll-brothers-holly-springs-nc/2695526,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
277,"Prescott | Fuquay Varina, NC | Fuquay Varina, NC","From $682,900","Prescott | Fuquay Varina, NC","5 Br | 4.5 Ba | 2 Gr | 3,900 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/prescott-mattamy-homes-fuquay-varina-nc/2557042,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
278,"Eldorado | Fuquay Varina, NC | Fuquay Varina, NC","From $545,900","Eldorado | Fuquay Varina, NC","3 Br | 2.5 Ba | 2 Gr | 2,768 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/eldorado-mattamy-homes-fuquay-varina-nc/2557036,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
279,"Yosemite | Fuquay Varina, NC | Fuquay Varina, NC","From $716,900","Yosemite | Fuquay Varina, NC","5 Br | 4.5 Ba | 2 Gr | 4,203 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/yosemite-mattamy-homes-fuquay-varina-nc/2557043,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
280,"Gunnison | Fuquay Varina, NC | Fuquay Varina, NC","From $575,900","Gunnison | Fuquay Varina, NC","3 Br | 2.5 Ba | 2 Gr | 2,991 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/gunnison-mattamy-homes-fuquay-varina-nc/2557038,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
281,"Olympic | Fuquay Varina, NC | Fuquay Varina, NC","From $656,900","Olympic | Fuquay Varina, NC","4 Br | 3.5 Ba | 2 Gr | 3,645 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/olympic-mattamy-homes-fuquay-varina-nc/2557041,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
282,"Lassen | Fuquay Varina, NC | Fuquay Varina, NC","From $632,900","Lassen | Fuquay Varina, NC","5 Br | 3.5 Ba | 2 Gr | 3,419 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/lassen-mattamy-homes-fuquay-varina-nc/2557040,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
283,"Voyageur | Fuquay Varina, NC | Fuquay Varina, NC","From $593,900","Voyageur | Fuquay Varina, NC","5 Br | 2.5 Ba | 2 Gr | 3,185 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/voyageur-mattamy-homes-fuquay-varina-nc/3021649,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
284,"2723 Hunter Woods Drive. Apex, NC 27502 ","From $504,285","2723 Hunter Woods Drive. Apex, NC 27502","4 Br | 3.5 Ba | 2 Gr | 2,227 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/2723-hunter-woods-drive-apex-nc-27502/2879640,Built for Great Rates in Friendship Station Townhomes,"For a limited time in Friendship Station Townhomes, you can secure a 1/0 buydown with first-year rates as low as 4.375%* / 6.128% APR* on a 30-year FHA loan when you close on your new home by March 31, 2025.",,,
285,"2731 Hunter Woods Drive. Apex, NC 27502 ","From $503,115","2731 Hunter Woods Drive. Apex, NC 27502","4 Br | 3.5 Ba | 2 Gr | 2,227 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/2731-hunter-woods-drive-apex-nc-27502/2831398,Built for Great Rates in Friendship Station Townhomes,"For a limited time in Friendship Station Townhomes, you can secure a 1/0 buydown with first-year rates as low as 4.375%* / 6.128% APR* on a 30-year FHA loan when you close on your new home by March 31, 2025.",,,
286,"205 Ribbon Rail Street. Fuquay Varina, NC 27526 ","From $447,990","205 Ribbon Rail Street. Fuquay Varina, NC 27526","4 Br | 3 Ba | 2,486 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/205-ribbon-rail-street-fuquay-varina-nc-27526/2875423,"$2,000 Incentive for Hometown Heroes!*",,,,
287,"217 Ribbon Rail Street. Fuquay Varina, NC 27526 ","From $444,990","217 Ribbon Rail Street. Fuquay Varina, NC 27526","4 Br | 3 Ba | 2,486 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/217-ribbon-rail-street-fuquay-varina-nc-27526/2875424,"$2,000 Incentive for Hometown Heroes!*",,,,
